unified_id,channel,transaction_id,date,item_id,item_name,category,quantity,line_amount,line_tax,member_name
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13009,2025-11-17,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,849.1,127.36,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13009,2025-11-17,19,Garmin Approach S70 GPS Watch,Retail,1,3305.86,495.88,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13010,2026-03-05,41,Premium Cabretta Leather Golf Glove,Retail,1,152.3,22.85,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13011,2026-05-21,26,TaylorMade Stealth 2 Driver,Retail,2,8996.98,1349.55,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13012,2026-04-28,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2941.38,441.21,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13013,2025-12-04,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,354.42,53.16,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13013,2025-12-04,404,Nike Dri-FIT Victory Golf Polo,Retail,2,767.9,115.18,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13014,2026-05-30,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,742.0,111.3,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13014,2026-05-30,41,Premium Cabretta Leather Golf Glove,Retail,1,153.25,22.99,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13015,2025-12-19,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1559.92,233.99,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,retail,retail-13015,2025-12-19,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2860.62,429.09,Abdullah Al-Qahtani
8c3e644833334723045ea37ccd291066,retail,retail-13016,2025-12-07,41,Premium Cabretta Leather Golf Glove,Retail,2,272.4,40.86,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13017,2025-09-06,55,Under Armour Drive Golf Trousers,Retail,1,573.23,85.98,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13018,2025-09-25,404,Nike Dri-FIT Victory Golf Polo,Retail,2,892.24,133.84,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13018,2025-09-25,19,Garmin Approach S70 GPS Watch,Retail,1,3393.52,509.03,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13018,2025-09-25,48,FootJoy Pro SL Golf Shoes White,Retail,1,843.61,126.54,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13019,2025-09-16,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5099.52,764.93,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13020,2026-03-19,15,Callaway Chrome Soft Golf Balls Dozen,Retail,2,622.16,93.32,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13020,2026-03-19,48,FootJoy Pro SL Golf Shoes White,Retail,1,899.76,134.96,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13021,2025-12-07,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1769.48,265.42,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13021,2025-12-07,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,708.08,106.21,Yousef Al-Turki
8c3e644833334723045ea37ccd291066,retail,retail-13022,2026-01-11,41,Premium Cabretta Leather Golf Glove,Retail,1,156.46,23.47,Yousef Al-Turki
461132df5704bcf7fb88c103982c4d63,retail,retail-13023,2026-02-03,48,FootJoy Pro SL Golf Shoes White,Retail,2,1825.0,273.75,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13023,2026-02-03,55,Under Armour Drive Golf Trousers,Retail,1,529.22,79.38,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13024,2025-10-02,19,Garmin Approach S70 GPS Watch,Retail,2,7814.9,1172.23,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13025,2025-10-22,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5240.64,786.1,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13025,2025-10-22,19,Garmin Approach S70 GPS Watch,Retail,2,7863.72,1179.56,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13026,2026-03-29,404,Nike Dri-FIT Victory Golf Polo,Retail,2,907.58,136.14,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13026,2026-03-29,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,718.72,107.81,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13026,2026-03-29,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1692.56,253.88,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13027,2025-09-29,41,Premium Cabretta Leather Golf Glove,Retail,1,153.6,23.04,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13028,2026-02-01,26,TaylorMade Stealth 2 Driver,Retail,2,10135.5,1520.33,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,retail,retail-13029,2026-04-07,41,Premium Cabretta Leather Golf Glove,Retail,1,132.31,19.85,Faisal Al-Amri
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13030,2025-07-11,404,Nike Dri-FIT Victory Golf Polo,Retail,1,412.11,61.82,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13031,2025-11-21,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5614.52,842.18,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13032,2025-07-22,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,403.02,60.45,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13033,2025-12-19,41,Premium Cabretta Leather Golf Glove,Retail,1,128.55,19.28,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13033,2025-12-19,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5680.32,852.05,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13034,2026-06-09,26,TaylorMade Stealth 2 Driver,Retail,2,8853.1,1327.96,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13035,2025-07-20,404,Nike Dri-FIT Victory Golf Polo,Retail,2,862.46,129.37,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13035,2025-07-20,32,Titleist TSR3 Fairway Wood 3W,Retail,2,4894.54,734.18,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13035,2025-07-20,15,Callaway Chrome Soft Golf Balls Dozen,Retail,2,572.52,85.88,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,retail,retail-13036,2025-07-12,19,Garmin Approach S70 GPS Watch,Retail,1,3848.06,577.21,Haifa AL-GOSAIBI
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13037,2025-09-28,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,351.76,52.76,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13037,2025-09-28,48,FootJoy Pro SL Golf Shoes White,Retail,2,1781.08,267.16,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13037,2025-09-28,26,TaylorMade Stealth 2 Driver,Retail,1,5251.04,787.66,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13038,2026-06-11,48,FootJoy Pro SL Golf Shoes White,Retail,1,837.56,125.63,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13039,2026-01-06,48,FootJoy Pro SL Golf Shoes White,Retail,2,1690.96,253.64,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13040,2025-07-09,26,TaylorMade Stealth 2 Driver,Retail,2,9843.58,1476.54,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13040,2025-07-09,41,Premium Cabretta Leather Golf Glove,Retail,1,155.48,23.32,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13041,2025-09-07,41,Premium Cabretta Leather Golf Glove,Retail,2,276.22,41.43,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13041,2025-09-07,404,Nike Dri-FIT Victory Golf Polo,Retail,1,454.38,68.16,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13042,2025-07-26,404,Nike Dri-FIT Victory Golf Polo,Retail,2,821.18,123.18,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13042,2025-07-26,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,355.63,53.34,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13043,2025-12-31,41,Premium Cabretta Leather Golf Glove,Retail,2,289.06,43.36,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13043,2025-12-31,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,356.75,53.51,Yousef Al-Faisal
ad67019cbadeb19829a8bb1d744e3c1c,retail,retail-13043,2025-12-31,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1721.66,258.25,Yousef Al-Faisal
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13044,2026-06-14,404,Nike Dri-FIT Victory Golf Polo,Retail,2,807.54,121.13,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13044,2026-06-14,48,FootJoy Pro SL Golf Shoes White,Retail,2,1994.62,299.19,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13044,2026-06-14,88,Adidas Tour360 BOA Golf Shoes,Retail,1,742.96,111.44,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13045,2025-07-15,404,Nike Dri-FIT Victory Golf Polo,Retail,2,757.36,113.6,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13045,2025-07-15,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2771.76,415.76,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13046,2026-03-05,19,Garmin Approach S70 GPS Watch,Retail,1,3949.47,592.42,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13047,2025-11-03,55,Under Armour Drive Golf Trousers,Retail,1,502.52,75.38,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13048,2025-10-23,404,Nike Dri-FIT Victory Golf Polo,Retail,1,433.57,65.04,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13048,2025-10-23,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,368.07,55.21,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13049,2026-02-20,26,TaylorMade Stealth 2 Driver,Retail,1,5027.74,754.16,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13049,2026-02-20,41,Premium Cabretta Leather Golf Glove,Retail,1,144.53,21.68,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13050,2025-07-16,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,351.44,52.72,Munira Al-Naimi
1c7c158adaae23ccac3dd9fbe925aa99,retail,retail-13050,2025-07-16,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5411.28,811.69,Munira Al-Naimi
566e875dc00854b323416960a328b2dc,retail,retail-13051,2026-04-20,41,Premium Cabretta Leather Golf Glove,Retail,1,136.28,20.44,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13052,2026-05-08,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5209.14,781.37,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13052,2026-05-08,88,Adidas Tour360 BOA Golf Shoes,Retail,1,756.97,113.55,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13053,2026-05-22,55,Under Armour Drive Golf Trousers,Retail,2,954.74,143.21,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13053,2026-05-22,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,309.9,46.48,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13053,2026-05-22,404,Nike Dri-FIT Victory Golf Polo,Retail,1,444.98,66.75,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13054,2025-12-22,19,Garmin Approach S70 GPS Watch,Retail,2,6989.36,1048.4,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13055,2025-12-17,19,Garmin Approach S70 GPS Watch,Retail,1,3740.33,561.05,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13055,2025-12-17,41,Premium Cabretta Leather Golf Glove,Retail,1,128.28,19.24,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13056,2025-11-21,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2551.85,382.78,Sultan Al-Sheikh
566e875dc00854b323416960a328b2dc,retail,retail-13057,2026-03-16,404,Nike Dri-FIT Victory Golf Polo,Retail,1,414.24,62.14,Sultan Al-Sheikh
900c4372bab7962a8f550dc9822d6669,retail,retail-13058,2026-05-17,26,TaylorMade Stealth 2 Driver,Retail,1,4978.94,746.84,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13058,2026-05-17,88,Adidas Tour360 BOA Golf Shoes,Retail,1,814.07,122.11,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13058,2026-05-17,19,Garmin Approach S70 GPS Watch,Retail,1,3602.26,540.34,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13059,2025-08-09,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2824.38,423.66,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13059,2025-08-09,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1672.76,250.91,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13060,2025-08-29,404,Nike Dri-FIT Victory Golf Polo,Retail,2,849.42,127.41,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13060,2025-08-29,26,TaylorMade Stealth 2 Driver,Retail,1,5000.48,750.07,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13061,2025-08-02,48,FootJoy Pro SL Golf Shoes White,Retail,1,849.49,127.42,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13061,2025-08-02,19,Garmin Approach S70 GPS Watch,Retail,2,7356.46,1103.47,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13062,2026-04-10,19,Garmin Approach S70 GPS Watch,Retail,2,7864.48,1179.67,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13062,2026-04-10,404,Nike Dri-FIT Victory Golf Polo,Retail,2,901.52,135.23,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13062,2026-04-10,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,346.21,51.93,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13063,2026-06-02,19,Garmin Approach S70 GPS Watch,Retail,1,3367.9,505.19,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13063,2026-06-02,404,Nike Dri-FIT Victory Golf Polo,Retail,1,429.66,64.45,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13063,2026-06-02,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,399.77,59.97,Badr AL-GOSAIBI
900c4372bab7962a8f550dc9822d6669,retail,retail-13064,2026-01-07,404,Nike Dri-FIT Victory Golf Polo,Retail,1,382.97,57.45,Badr AL-GOSAIBI
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13065,2026-02-14,26,TaylorMade Stealth 2 Driver,Retail,2,9748.36,1462.25,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13065,2026-02-14,41,Premium Cabretta Leather Golf Glove,Retail,1,148.23,22.23,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13065,2026-02-14,55,Under Armour Drive Golf Trousers,Retail,1,549.75,82.46,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13066,2025-10-30,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,427.34,64.1,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13067,2026-02-14,404,Nike Dri-FIT Victory Golf Polo,Retail,1,438.22,65.73,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13067,2026-02-14,48,FootJoy Pro SL Golf Shoes White,Retail,2,1807.62,271.14,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13067,2026-02-14,41,Premium Cabretta Leather Golf Glove,Retail,1,148.07,22.21,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13068,2025-08-05,48,FootJoy Pro SL Golf Shoes White,Retail,1,930.62,139.59,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13068,2025-08-05,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,754.34,113.15,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13069,2026-03-20,55,Under Armour Drive Golf Trousers,Retail,1,544.13,81.62,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13069,2026-03-20,48,FootJoy Pro SL Golf Shoes White,Retail,1,901.06,135.16,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13070,2026-04-30,19,Garmin Approach S70 GPS Watch,Retail,2,7141.82,1071.27,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13071,2025-10-11,26,TaylorMade Stealth 2 Driver,Retail,1,5057.19,758.58,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13071,2025-10-11,88,Adidas Tour360 BOA Golf Shoes,Retail,1,850.04,127.51,Badr Al-Amri
0bc139642b831f9ef498dfb8c3a92582,retail,retail-13071,2025-10-11,48,FootJoy Pro SL Golf Shoes White,Retail,1,914.32,137.15,Badr Al-Amri
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13072,2025-07-20,41,Premium Cabretta Leather Golf Glove,Retail,1,131.65,19.75,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13073,2026-05-30,48,FootJoy Pro SL Golf Shoes White,Retail,2,1698.88,254.83,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13073,2026-05-30,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1614.32,242.15,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13074,2025-11-08,48,FootJoy Pro SL Golf Shoes White,Retail,1,915.08,137.26,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13075,2026-02-04,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5461.76,819.26,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13076,2025-12-25,55,Under Armour Drive Golf Trousers,Retail,1,512.73,76.91,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13076,2025-12-25,19,Garmin Approach S70 GPS Watch,Retail,2,7819.0,1172.85,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13077,2025-08-29,55,Under Armour Drive Golf Trousers,Retail,1,504.34,75.65,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13077,2025-08-29,32,Titleist TSR3 Fairway Wood 3W,Retail,2,5701.1,855.17,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13077,2025-08-29,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1584.16,237.62,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13078,2026-06-16,55,Under Armour Drive Golf Trousers,Retail,2,1071.98,160.8,Talal Al-Tamimi
14ef8bff9196bdd1b42baeb93a5ca574,retail,retail-13078,2026-06-16,48,FootJoy Pro SL Golf Shoes White,Retail,1,970.41,145.56,Talal Al-Tamimi
be8978da941fcf1643691d59960e9d9f,retail,retail-13079,2026-01-11,48,FootJoy Pro SL Golf Shoes White,Retail,1,908.67,136.3,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13079,2026-01-11,404,Nike Dri-FIT Victory Golf Polo,Retail,2,904.18,135.63,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13080,2026-07-02,404,Nike Dri-FIT Victory Golf Polo,Retail,1,444.01,66.6,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13080,2026-07-02,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,341.44,51.22,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13081,2026-02-02,88,Adidas Tour360 BOA Golf Shoes,Retail,1,759.23,113.88,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13081,2026-02-02,32,Titleist TSR3 Fairway Wood 3W,Retail,1,2718.25,407.74,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13081,2026-02-02,15,Callaway Chrome Soft Golf Balls Dozen,Retail,2,686.6,102.99,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13082,2025-08-09,41,Premium Cabretta Leather Golf Glove,Retail,1,146.47,21.97,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13082,2025-08-09,26,TaylorMade Stealth 2 Driver,Retail,2,10382.28,1557.34,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13082,2025-08-09,55,Under Armour Drive Golf Trousers,Retail,1,541.59,81.24,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13083,2025-08-31,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,318.76,47.81,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13083,2025-08-31,48,FootJoy Pro SL Golf Shoes White,Retail,1,1002.05,150.31,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13084,2025-12-26,19,Garmin Approach S70 GPS Watch,Retail,2,7440.06,1116.01,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13084,2025-12-26,404,Nike Dri-FIT Victory Golf Polo,Retail,2,845.32,126.8,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13085,2026-04-12,48,FootJoy Pro SL Golf Shoes White,Retail,1,851.42,127.71,Turki AL-MALKI
be8978da941fcf1643691d59960e9d9f,retail,retail-13085,2026-04-12,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,834.34,125.15,Turki AL-MALKI
079f2d1da75ed596393bfc7bca4c79df,retail,retail-13086,2025-12-11,41,Premium Cabretta Leather Golf Glove,Retail,2,301.88,45.28,Nasser Al-Sheikh
079f2d1da75ed596393bfc7bca4c79df,retail,retail-13086,2025-12-11,15,Callaway Chrome Soft Golf Balls Dozen,Retail,2,640.94,96.14,Nasser Al-Sheikh
079f2d1da75ed596393bfc7bca4c79df,retail,retail-13086,2025-12-11,19,Garmin Approach S70 GPS Watch,Retail,2,7519.32,1127.9,Nasser Al-Sheikh
